page_title,edits,rank,time
Project:In_the_news/Candidates,2287,13,2018-03-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2221,14,2018-03-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2137,15,2018-03-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2133,16,2018-03-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1971,17,2018-03-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1968,18,2018-03-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1725,19,2018-03-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1715,20,2018-03-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1705,21,2018-03-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1692,22,2018-03-01T00:00:00.000Z
Project:Help_desk,1673,23,2018-03-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1645,24,2018-03-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1549,25,2018-03-01T00:00:00.000Z
Project:Community_portal/Opentask,1516,26,2018-03-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1509,27,2018-03-01T00:00:00.000Z
User talk:Oshwah,1468,28,2018-03-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,1449,29,2018-03-01T00:00:00.000Z
Project talk:WikiProject_Medicine,1383,30,2018-03-01T00:00:00.000Z
User:Cote_d'Azur/sandbox,1215,31,2018-03-01T00:00:00.000Z
Draft:Sandbox,1208,32,2018-03-01T00:00:00.000Z
Project:Administrators'_noticeboard,1190,33,2018-03-01T00:00:00.000Z
User:Mock_wurzel_soup/sandbox,1171,34,2018-03-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1126,35,2018-03-01T00:00:00.000Z
March_for_Our_Lives,1095,36,2018-03-01T00:00:00.000Z
2018_Pakistan_Super_League,1088,37,2018-03-01T00:00:00.000Z
User:AvicBot/AfCCSD,1087,38,2018-03-01T00:00:00.000Z
Project:Reference_desk/Humanities,1082,39,2018-03-01T00:00:00.000Z
Project:Reference_desk/Science,1043,40,2018-03-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1016,41,2018-03-01T00:00:00.000Z
Poisoning_of_Sergei_and_Yulia_Skripal,1007,42,2018-03-01T00:00:00.000Z
User:Legacypac/CSD_log_10,1003,43,2018-03-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1000,44,2018-03-01T00:00:00.000Z
2018_NCAA_Division_I_Men's_Basketball_Tournament,980,45,2018-03-01T00:00:00.000Z
Kenzō_Shirai,979,46,2018-03-01T00:00:00.000Z
WrestleMania_34,962,47,2018-03-01T00:00:00.000Z
2018_Gibraltar_Open,955,48,2018-03-01T00:00:00.000Z
Project:Open_proxy_detection,949,49,2018-03-01T00:00:00.000Z
Project:Articles_for_creation/recent,944,50,2018-03-01T00:00:00.000Z
Talk:Donald_Trump,938,51,2018-03-01T00:00:00.000Z
Project:Dashboard/Requested_moves,935,52,2018-03-01T00:00:00.000Z
Project:Reference_desk/Language,924,53,2018-03-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox,918,54,2018-03-01T00:00:00.000Z
The_Voice_(American_season_14),902,55,2018-03-01T00:00:00.000Z
2018_United_States_House_of_Representatives_elections_in_California,864,56,2018-03-01T00:00:00.000Z
User:Asarelah/sandbox/Jewish_History,858,57,2018-03-01T00:00:00.000Z
Project:Main_Page/Errors,844,58,2018-03-01T00:00:00.000Z
User:Eurodog/sandbox121,827,59,2018-03-01T00:00:00.000Z
Stoneman_Douglas_High_School_shooting,825,60,2018-03-01T00:00:00.000Z
User:B-bot/Event_log,813,61,2018-03-01T00:00:00.000Z
Project:Village_pump_(technical),812,62,2018-03-01T00:00:00.000Z
User:Electionworld/sandbox/Colonialism,810,63,2018-03-01T00:00:00.000Z
User:Orser67/sandbox,799,64,2018-03-01T00:00:00.000Z
User:Stephencdickson/sandbox,794,65,2018-03-01T00:00:00.000Z
2018_Cricket_World_Cup_Qualifier,785,66,2018-03-01T00:00:00.000Z
Project:Articles_for_deletion/Old,780,67,2018-03-01T00:00:00.000Z
Project:Village_pump_(proposals),778,68,2018-03-01T00:00:00.000Z
Timeline_of_Russian_interference_in_the_2016_United_States_elections,767,69,2018-03-01T00:00:00.000Z
List_of_video_game_franchises,759,70,2018-03-01T00:00:00.000Z
Territorial_Force,756,71,2018-03-01T00:00:00.000Z
Project talk:WikiProject_Video_games,747,72,2018-03-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,741,73,2018-03-01T00:00:00.000Z
Template:AfC_statistics,734,74,2018-03-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,719,75,2018-03-01T00:00:00.000Z
User:JaGa/Short_leaderboard,707,76,2018-03-01T00:00:00.000Z
User:Cafeduke/sandbox,699,77,2018-03-01T00:00:00.000Z
90th_Academy_Awards,698,78,2018-03-01T00:00:00.000Z
2018_BNP_Paribas_Open_–_Men's_Singles,691,79,2018-03-01T00:00:00.000Z
Hugo_W._Koehler,688,80,2018-03-01T00:00:00.000Z
Operation_Olive_Branch,679,81,2018-03-01T00:00:00.000Z
Talk:Collaboration_in_German-occupied_Poland,679,82,2018-03-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,675,83,2018-03-01T00:00:00.000Z
User:JamesR/AdminStats,669,84,2018-03-01T00:00:00.000Z
Project:Miscellany_for_deletion/Archived_debates/March_2018,664,85,2018-03-01T00:00:00.000Z
America's_Next_Top_Model_(season_24),656,86,2018-03-01T00:00:00.000Z
An_Wasserflüssen_Babylon,653,87,2018-03-01T00:00:00.000Z
User:Flibirigit/sandbox3,650,88,2018-03-01T00:00:00.000Z
Project:Requests_for_undeletion,645,89,2018-03-01T00:00:00.000Z
Project:Good_article_nominations,640,90,2018-03-01T00:00:00.000Z
Talk:Faith_healing,630,91,2018-03-01T00:00:00.000Z
User:Paul_August/Auge,623,92,2018-03-01T00:00:00.000Z
User:Flibirigit/sandbox1,611,93,2018-03-01T00:00:00.000Z
2018_BNP_Paribas_Open_–_Women's_Singles,609,94,2018-03-01T00:00:00.000Z
Talk:Stoneman_Douglas_High_School_shooting,606,95,2018-03-01T00:00:00.000Z
Enga_Veetu_Mapillai,602,96,2018-03-01T00:00:00.000Z
Austin_serial_bombings,593,97,2018-03-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,589,98,2018-03-01T00:00:00.000Z
User:Orenburg1,587,99,2018-03-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,582,100,2018-03-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,9867,1,2018-04-01T00:00:00.000Z
User:AvicBot/speedy,6770,2,2018-04-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6357,3,2018-04-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,5313,4,2018-04-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5005,5,2018-04-01T00:00:00.000Z
Project:Requests_for_page_protection,3797,6,2018-04-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3393,7,2018-04-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3093,8,2018-04-01T00:00:00.000Z
Project:Teahouse,2786,9,2018-04-01T00:00:00.000Z
Project:Sandbox,2735,10,2018-04-01T00:00:00.000Z
User:DatBot/pendingbacklog,2315,11,2018-04-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2150,12,2018-04-01T00:00:00.000Z
Project:In_the_news/Candidates,2139,13,2018-04-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2111,14,2018-04-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2084,15,2018-04-01T00:00:00.000Z
2018_World_Snooker_Championship,2062,16,2018-04-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1945,17,2018-04-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1904,18,2018-04-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1898,19,2018-04-01T00:00:00.000Z
Deaths_in_2018,1879,20,2018-04-01T00:00:00.000Z
Lonnie_Mack,1870,21,2018-04-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1852,22,2018-04-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1807,23,2018-04-01T00:00:00.000Z
India_at_the_2018_Commonwealth_Games,1737,24,2018-04-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1699,25,2018-04-01T00:00:00.000Z
Project:Help_desk,1692,26,2018-04-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1625,27,2018-04-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1507,28,2018-04-01T00:00:00.000Z
Avengers:_Infinity_War,1470,29,2018-04-01T00:00:00.000Z
Project:Community_portal/Opentask,1463,30,2018-04-01T00:00:00.000Z
Toronto_van_attack,1460,31,2018-04-01T00:00:00.000Z
User:Mccapra/sandbox,1385,32,2018-04-01T00:00:00.000Z
Project:Village_pump_(proposals),1378,33,2018-04-01T00:00:00.000Z
Project:Administrators'_noticeboard,1320,34,2018-04-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1305,35,2018-04-01T00:00:00.000Z
2018_missile_strikes_against_Syria,1245,36,2018-04-01T00:00:00.000Z
England_at_the_2018_Commonwealth_Games,1205,37,2018-04-01T00:00:00.000Z
User:Ammarpad/CSD_log,1196,38,2018-04-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox,1193,39,2018-04-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1192,40,2018-04-01T00:00:00.000Z
User talk:Oshwah,1186,41,2018-04-01T00:00:00.000Z
Southwest_Airlines_Flight_1380,1166,42,2018-04-01T00:00:00.000Z
User:AvicBot/AfCCSD,1160,43,2018-04-01T00:00:00.000Z
Project:Main_Page/Errors,1143,44,2018-04-01T00:00:00.000Z
WWE_Greatest_Royal_Rumble,1128,45,2018-04-01T00:00:00.000Z
Project:Reference_desk/Science,1105,46,2018-04-01T00:00:00.000Z
User:Orser67/sandbox,1102,47,2018-04-01T00:00:00.000Z
Hugo_W._Koehler,1086,48,2018-04-01T00:00:00.000Z
Project:Articles_for_creation/recent,1082,49,2018-04-01T00:00:00.000Z
Talk:Steele_dossier,1073,50,2018-04-01T00:00:00.000Z
Corporation_tax_in_the_Republic_of_Ireland,1057,51,2018-04-01T00:00:00.000Z
Australia_at_the_2018_Commonwealth_Games,1049,52,2018-04-01T00:00:00.000Z
The_Voice_(American_season_14),1029,53,2018-04-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1019,54,2018-04-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1005,55,2018-04-01T00:00:00.000Z
Douma_chemical_attack,996,56,2018-04-01T00:00:00.000Z
Talk:Collaboration_in_German-occupied_Poland,992,57,2018-04-01T00:00:00.000Z
Project:Village_pump_(technical),968,58,2018-04-01T00:00:00.000Z
Project:WikiProject_Military_history/April_2018_Milhist_Backlog_Drive/Worklists,967,59,2018-04-01T00:00:00.000Z
Project:Dashboard/Requested_moves,957,60,2018-04-01T00:00:00.000Z
A_Quiet_Place_(film),955,61,2018-04-01T00:00:00.000Z
Project:Reference_desk/Humanities,950,62,2018-04-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,903,63,2018-04-01T00:00:00.000Z
User:Stephencdickson/sandbox,877,64,2018-04-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,876,65,2018-04-01T00:00:00.000Z
Draft:Sandbox,872,66,2018-04-01T00:00:00.000Z
2018_NBA_playoffs,843,67,2018-04-01T00:00:00.000Z
Dementia_with_Lewy_bodies,827,68,2018-04-01T00:00:00.000Z
WrestleMania_34,808,69,2018-04-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,807,70,2018-04-01T00:00:00.000Z
Deities_of_Slavic_religion,800,71,2018-04-01T00:00:00.000Z
User:B-bot/Event_log,769,72,2018-04-01T00:00:00.000Z
2018_Commonwealth_Games_medal_table,767,73,2018-04-01T00:00:00.000Z
Project:Requests_for_undeletion,763,74,2018-04-01T00:00:00.000Z
User:Paul_August/Telephus,759,75,2018-04-01T00:00:00.000Z
User:Cote_d'Azur/sandbox,758,76,2018-04-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,750,77,2018-04-01T00:00:00.000Z
Talk:Donald_Trump,743,78,2018-04-01T00:00:00.000Z
Ghetto_Day/What_I_Need,736,79,2018-04-01T00:00:00.000Z
Project:Articles_for_deletion/Old,734,80,2018-04-01T00:00:00.000Z
Talk:Dementia_with_Lewy_bodies,726,81,2018-04-01T00:00:00.000Z
User:JaGa/Short_leaderboard,696,82,2018-04-01T00:00:00.000Z
Humboldt_Broncos_bus_crash,685,83,2018-04-01T00:00:00.000Z
O'Hare_International_Airport,684,84,2018-04-01T00:00:00.000Z
Enga_Veetu_Mapillai,679,85,2018-04-01T00:00:00.000Z
Project:WikiProject_Resource_Exchange/Resource_Request,676,86,2018-04-01T00:00:00.000Z
Big_Brother_Canada_(season_6),671,87,2018-04-01T00:00:00.000Z
Project:Changing_username/Simple,665,88,2018-04-01T00:00:00.000Z
2018_Stanley_Cup_playoffs,662,89,2018-04-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,628,90,2018-04-01T00:00:00.000Z
Template:NUMBEROF/data,626,91,2018-04-01T00:00:00.000Z
New_Zealand_at_the_2018_Commonwealth_Games,625,92,2018-04-01T00:00:00.000Z
User:Orenburg1,625,93,2018-04-01T00:00:00.000Z
Project talk:WikiProject_Medicine,622,94,2018-04-01T00:00:00.000Z
Ready_Player_One_(film),616,95,2018-04-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,616,96,2018-04-01T00:00:00.000Z
User:Cafeduke/sandbox,614,97,2018-04-01T00:00:00.000Z
Project:Village_pump_(policy),612,98,2018-04-01T00:00:00.000Z
User:Orenb12/sandbox,603,99,2018-04-01T00:00:00.000Z
George_Washington,600,100,2018-04-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,10523,1,2018-05-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,6016,2,2018-05-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,5860,3,2018-05-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5084,4,2018-05-01T00:00:00.000Z
Project:Requests_for_page_protection,3993,5,2018-05-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3088,6,2018-05-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2847,7,2018-05-01T00:00:00.000Z
Project:Teahouse,2813,8,2018-05-01T00:00:00.000Z
Project:In_the_news/Candidates,2501,9,2018-05-01T00:00:00.000Z
Project:Sandbox,2479,10,2018-05-01T00:00:00.000Z
User:DatBot/pendingbacklog,2364,11,2018-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2304,12,2018-05-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2227,13,2018-05-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1992,14,2018-05-01T00:00:00.000Z
Project:Administrators'_noticeboard,1979,15,2018-05-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1960,16,2018-05-01T00:00:00.000Z
Deaths_in_2018,1874,17,2018-05-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1831,18,2018-05-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1757,19,2018-05-01T00:00:00.000Z
Project:Help_desk,1700,20,2018-05-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1682,21,2018-05-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1672,22,2018-05-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1671,23,2018-05-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1588,24,2018-05-01T00:00:00.000Z
Talk:Donald_Trump,1583,25,2018-05-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1577,26,2018-05-01T00:00:00.000Z
Corporate_haven,1575,27,2018-05-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1547,28,2018-05-01T00:00:00.000Z
Project:Community_portal/Opentask,1512,29,2018-05-01T00:00:00.000Z
Project:Main_Page/Errors,1336,30,2018-05-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1277,31,2018-05-01T00:00:00.000Z
"Talk:Meghan,_Duchess_of_Sussex",1261,32,2018-05-01T00:00:00.000Z
User:ILIL/sandbox/The_Beach_Boys,1245,33,2018-05-01T00:00:00.000Z
Project:Articles_for_creation/recent,1219,34,2018-05-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,1214,35,2018-05-01T00:00:00.000Z
User:SQL/ActiveAdmins,1199,36,2018-05-01T00:00:00.000Z
The_Voice_(American_season_14),1173,37,2018-05-01T00:00:00.000Z
Project:Reference_desk/Humanities,1165,38,2018-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1153,39,2018-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1150,40,2018-05-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,1123,41,2018-05-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1084,42,2018-05-01T00:00:00.000Z
Project:Miscellany_for_deletion/Archived_debates/May_2018,1070,43,2018-05-01T00:00:00.000Z
User:Mccapra/sandbox,1056,44,2018-05-01T00:00:00.000Z
User talk:Oshwah,1045,45,2018-05-01T00:00:00.000Z
User:Cote_d'Azur/sandbox,1023,46,2018-05-01T00:00:00.000Z
Avengers:_Infinity_War,1015,47,2018-05-01T00:00:00.000Z
Talk:Mass_killings_under_communist_regimes,994,48,2018-05-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,966,49,2018-05-01T00:00:00.000Z
Lonnie_Mack,956,50,2018-05-01T00:00:00.000Z
"Meghan,_Duchess_of_Sussex",945,51,2018-05-01T00:00:00.000Z
Project:Village_pump_(proposals),915,52,2018-05-01T00:00:00.000Z
Project:Reference_desk/Science,912,53,2018-05-01T00:00:00.000Z
User:B-bot/Event_log,909,54,2018-05-01T00:00:00.000Z
User:Softlavender/draft19,896,55,2018-05-01T00:00:00.000Z
Santa_Fe_High_School_shooting,892,56,2018-05-01T00:00:00.000Z
2018_French_Open,844,57,2018-05-01T00:00:00.000Z
Project:Village_pump_(technical),829,58,2018-05-01T00:00:00.000Z
Women_in_the_Bible,819,59,2018-05-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox,817,60,2018-05-01T00:00:00.000Z
Project talk:Did_you_know,811,61,2018-05-01T00:00:00.000Z
Project talk:WikiProject_Portals,797,62,2018-05-01T00:00:00.000Z
Project:Articles_for_deletion/Old,784,63,2018-05-01T00:00:00.000Z
Draft:Sandbox,779,64,2018-05-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,765,65,2018-05-01T00:00:00.000Z
Talk:Collaboration_in_German-occupied_Poland,755,66,2018-05-01T00:00:00.000Z
User:Paul_August/Eurypylus_(son_of_Telephus),745,67,2018-05-01T00:00:00.000Z
User:Stephencdickson/sandbox,745,68,2018-05-01T00:00:00.000Z
User:SQL/DailyUsers,737,69,2018-05-01T00:00:00.000Z
Talk:Steele_dossier,733,70,2018-05-01T00:00:00.000Z
Project:WikiProject_Ghana/Discussions,726,71,2018-05-01T00:00:00.000Z
Template:NUMBEROF/data,723,72,2018-05-01T00:00:00.000Z
Project:Changing_username/Simple,721,73,2018-05-01T00:00:00.000Z
Deadpool_2,720,74,2018-05-01T00:00:00.000Z
User:Electionworld/sandbox/Colonialism,718,75,2018-05-01T00:00:00.000Z
Project:Requests_for_undeletion,707,76,2018-05-01T00:00:00.000Z
Solo:_A_Star_Wars_Story,706,77,2018-05-01T00:00:00.000Z
User:JaGa/Short_leaderboard,697,78,2018-05-01T00:00:00.000Z
Project:Good_article_nominations,696,79,2018-05-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,695,80,2018-05-01T00:00:00.000Z
Money_in_the_Bank_(2018),694,81,2018-05-01T00:00:00.000Z
Wedding_of_Prince_Harry_and_Meghan_Markle,694,82,2018-05-01T00:00:00.000Z
Alan_Hinkes,688,83,2018-05-01T00:00:00.000Z
Eurovision_Song_Contest_2018,677,84,2018-05-01T00:00:00.000Z
2018_Venezuelan_presidential_election,675,85,2018-05-01T00:00:00.000Z
User:Orser67/sandbox,673,86,2018-05-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,665,87,2018-05-01T00:00:00.000Z
2018–19_UEFA_Europa_League,663,88,2018-05-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_26),657,89,2018-05-01T00:00:00.000Z
User:Chris_Capoccia/sandbox,656,90,2018-05-01T00:00:00.000Z
Template talk:Did_you_know,642,91,2018-05-01T00:00:00.000Z
User:SQL/HourlyUsers,636,92,2018-05-01T00:00:00.000Z
Template:AfC_statistics,628,93,2018-05-01T00:00:00.000Z
User:JamesR/AdminStats,616,94,2018-05-01T00:00:00.000Z
Talk:AR-15_style_rifle,615,95,2018-05-01T00:00:00.000Z
Q_School_2018_–_Event_1,613,96,2018-05-01T00:00:00.000Z
User talk:Jimbo_Wales,608,97,2018-05-01T00:00:00.000Z
List_of_islands_of_Italy,602,98,2018-05-01T00:00:00.000Z
Project:WikiProject_Resource_Exchange/Resource_Request,589,99,2018-05-01T00:00:00.000Z
2018–19_UEFA_Champions_League,588,100,2018-05-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,8822,1,2018-06-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,5525,2,2018-06-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,5169,3,2018-06-01T00:00:00.000Z
Project:Requests_for_page_protection,3972,4,2018-06-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,3694,5,2018-06-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3418,6,2018-06-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3149,7,2018-06-01T00:00:00.000Z
Project:Sandbox,3067,8,2018-06-01T00:00:00.000Z
Project:Teahouse,2642,9,2018-06-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,2424,10,2018-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2337,11,2018-06-01T00:00:00.000Z
User:DatBot/pendingbacklog,2181,12,2018-06-01T00:00:00.000Z
User:AmandaNP/UAA/Time,2112,13,2018-06-01T00:00:00.000Z
User:AnomieBOT/SPERTable,2079,14,2018-06-01T00:00:00.000Z
Talk:Donald_Trump,2061,15,2018-06-01T00:00:00.000Z
Deaths_in_2018,1901,16,2018-06-01T00:00:00.000Z
Project:In_the_news/Candidates,1886,17,2018-06-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1657,18,2018-06-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1633,19,2018-06-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1630,20,2018-06-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1556,21,2018-06-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1540,22,2018-06-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1514,23,2018-06-01T00:00:00.000Z
Biblical_criticism,1510,24,2018-06-01T00:00:00.000Z
Project:Help_desk,1485,25,2018-06-01T00:00:00.000Z
Project:Community_portal/Opentask,1462,26,2018-06-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1382,27,2018-06-01T00:00:00.000Z
User:Shadowowl/CSD_log,1356,28,2018-06-01T00:00:00.000Z
Project:Administrators'_noticeboard,1353,29,2018-06-01T00:00:00.000Z
User:SQL/ActiveAdmins,1274,30,2018-06-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1274,31,2018-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1261,32,2018-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1245,33,2018-06-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1188,34,2018-06-01T00:00:00.000Z
User:Jgjsmith006/sandbox,1173,35,2018-06-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,1149,36,2018-06-01T00:00:00.000Z
User talk:Oshwah,1148,37,2018-06-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1121,38,2018-06-01T00:00:00.000Z
Project:Main_Page/Errors,1026,39,2018-06-01T00:00:00.000Z
Project:Village_pump_(technical),987,40,2018-06-01T00:00:00.000Z
Project:Reference_desk/Humanities,963,41,2018-06-01T00:00:00.000Z
Greece_at_the_2018_Mediterranean_Games,955,42,2018-06-01T00:00:00.000Z
2018_North_Korea–United_States_Singapore_Summit,948,43,2018-06-01T00:00:00.000Z
Jurassic_World:_Fallen_Kingdom,946,44,2018-06-01T00:00:00.000Z
Project:Reference_desk/Science,944,45,2018-06-01T00:00:00.000Z
User:B-bot/Event_log,912,46,2018-06-01T00:00:00.000Z
2018_FIFA_World_Cup_statistics,892,47,2018-06-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox,885,48,2018-06-01T00:00:00.000Z
Trump_administration_family_separation_policy,878,49,2018-06-01T00:00:00.000Z
Project:Articles_for_creation/recent,858,50,2018-06-01T00:00:00.000Z
Project:Village_pump_(proposals),812,51,2018-06-01T00:00:00.000Z
Ireland_as_a_tax_haven,809,52,2018-06-01T00:00:00.000Z
2018_FIFA_World_Cup,806,53,2018-06-01T00:00:00.000Z
George_Washington,795,54,2018-06-01T00:00:00.000Z
Project:Articles_for_deletion/Old,768,55,2018-06-01T00:00:00.000Z
Draft:Sandbox,751,56,2018-06-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,742,57,2018-06-01T00:00:00.000Z
Ye_(album),737,58,2018-06-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,727,59,2018-06-01T00:00:00.000Z
Project:Requests_for_undeletion,720,60,2018-06-01T00:00:00.000Z
Template:NUMBEROF/data,716,61,2018-06-01T00:00:00.000Z
Project talk:Vital_articles/Level/4,715,62,2018-06-01T00:00:00.000Z
User:SQL/DailyUsers,709,63,2018-06-01T00:00:00.000Z
Template:AfC_statistics,705,64,2018-06-01T00:00:00.000Z
Kenzō_Shirai,688,65,2018-06-01T00:00:00.000Z
User:JaGa/Short_leaderboard,679,66,2018-06-01T00:00:00.000Z
User:SQL/HourlyUsers,677,67,2018-06-01T00:00:00.000Z
User:JamesR/AdminStats,674,68,2018-06-01T00:00:00.000Z
XXXTentacion,664,69,2018-06-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,662,70,2018-06-01T00:00:00.000Z
Anthony_Bourdain,661,71,2018-06-01T00:00:00.000Z
2018_Pacific_hurricane_season,660,72,2018-06-01T00:00:00.000Z
2018_Asian_Women's_U19_Volleyball_Championship,651,73,2018-06-01T00:00:00.000Z
2018_FIVB_Volleyball_Men's_Nations_League,636,74,2018-06-01T00:00:00.000Z
Kids_See_Ghosts_(album),635,75,2018-06-01T00:00:00.000Z
Alexandria_Ocasio-Cortez,634,76,2018-06-01T00:00:00.000Z
Project:Good_article_nominations,633,77,2018-06-01T00:00:00.000Z
Project:Changing_username/Simple,623,78,2018-06-01T00:00:00.000Z
Project:Miscellany_for_deletion/Archived_debates/June_2018,619,79,2018-06-01T00:00:00.000Z
Everything_Is_Love,617,80,2018-06-01T00:00:00.000Z
User:MauraWen/sandbox,606,81,2018-06-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,600,82,2018-06-01T00:00:00.000Z
Bigg_Boss_(Tamil_season_2),595,83,2018-06-01T00:00:00.000Z
User:Slater582,592,84,2018-06-01T00:00:00.000Z
